Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Makeup Temperature (C),Makeup Flowrate (L/min),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
689931.959,1.439057,50.251111,52.419711,20.203982,67.085051,73.140078,9.972707,21.103519,24.28714,86.761252,50.057405,78.99089,1.501722,1.14567,20.022962,31.991049,0.475904
689932.959,1.438633,50.275466,53.30847,20.057488,67.197494,73.152822,9.991038,21.205222,24.265538,86.761172,50.058962,78.905292,1.501769,1.464123,20.023585,32.041408,0.473851
689933.963,1.444936,50.251428,53.112672,20.211661,67.110925,73.270961,9.959607,21.289761,24.272425,86.761472,50.057604,78.849098,1.501728,1.402134,20.023041,31.949345,0.478229
689934.963,1.456084,50.222921,53.067487,20.041906,67.117829,73.228855,9.979599,21.327993,24.246849,86.758521,50.056948,78.807217,1.501708,2.664087,20.022779,32.019885,0.473606
689935.963,1.478302,50.222892,53.090182,20.036714,67.067415,73.21023,9.971299,21.28023,24.218496,86.759101,50.059172,78.755814,1.501775,2.347975,20.023669,31.997499,0.476791
689936.963,1.489388,50.199543,52.300492,19.966343,66.958255,73.151698,9.974231,21.256137,24.231519,86.762637,50.059172,78.721356,1.501775,2.497728,20.023669,32.042684,0.470735
689937.963,1.491839,50.198402,53.116195,19.920463,66.978941,73.085293,9.97389,21.274866,24.264751,86.763843,50.058685,78.673319,1.501761,3.03766,20.023474,32.085975,0.478409
689938.963,1.496072,50.225352,53.425446,20.141211,66.873394,73.061668,9.95835,21.293218,24.242739,86.761953,50.058617,78.601013,1.501758,3.003456,20.023447,31.987103,0.481888
689939.963,1.497434,50.22482,53.443877,19.858541,67.05691,73.008856,9.968605,21.235765,24.288385,86.761736,50.059382,78.545651,1.501781,2.826983,20.023753,32.110371,0.480673
689940.963,1.499953,50.200219,53.084879,20.043361,66.865401,73.112772,9.965243,21.128161,24.234127,86.761077,50.058962,78.510458,1.501769,2.436142,20.023585,32.0478,0.46823
689941.963,1.501539,50.131275,52.938498,19.901662,66.967129,73.054604,9.982374,21.070772,24.200342,86.761141,50.057537,78.519903,1.501726,3.837262,20.023015,32.125062,0.475542
689942.963,1.501858,50.054136,52.62546,19.99978,66.797201,73.124177,9.974644,21.098274,24.29331,86.762685,50.05848,78.567424,1.501754,3.990365,20.023392,32.085367,0.482354
689943.963,1.505579,49.877933,53.386406,20.107262,66.936214,73.009016,9.969404,21.144782,24.297894,86.75947,50.058548,78.729046,1.501756,4.760011,20.023419,32.026679,0.478521
689944.963,1.507005,49.872017,53.904976,19.931423,66.898198,73.078022,9.966493,21.101446,24.26027,86.758559,50.05767,78.795472,1.50173,5.981391,20.023068,32.126406,0.478442
689945.963,1.509716,49.588223,52.961988,19.936931,66.863839,73.042154,9.963476,21.03037,24.248194,86.762875,50.057405,79.109584,1.501722,7.921421,20.022962,32.140788,0.468041
689946.963,1.512134,49.453095,53.446072,20.112281,66.784662,73.016941,9.953939,21.020471,24.262741,86.761386,50.058072,79.400848,1.501742,9.992558,20.023229,32.0583,0.473639
689947.969,1.527254,49.488575,52.836277,20.011793,66.701181,72.929743,9.968919,21.035051,24.286392,86.761063,50.058824,79.580987,1.501765,16.382287,20.023529,32.108075,0.477787
689948.969,1.522589,49.722659,52.569025,19.928237,66.621253,72.864785,9.949574,21.087326,24.252782,86.758408,50.057803,79.564042,1.501734,21.072367,20.023121,32.159178,0.478859
689949.969,1.53068,49.744376,53.785661,19.863922,66.545182,72.787895,9.975458,21.214973,24.261755,86.758663,50.058275,79.656516,1.501748,28.526394,20.02331,32.203977,0.48045
689950.969,1.532719,49.988233,53.823438,19.91819,66.491226,72.696336,9.981498,21.362182,24.267413,86.757284,50.058685,79.552682,1.501761,36.274991,20.023474,32.18701,0.483144
689951.969,1.509545,50.196253,53.567233,19.874164,66.599834,72.658461,9.970053,21.415527,24.234457,86.760779,50.059032,79.384072,1.501771,39.549693,20.023613,32.246115,0.47743
689952.969,1.51241,50.202672,53.704132,19.990701,66.72295,72.723831,9.96382,21.395182,24.30298,86.76275,50.059453,79.327041,1.501784,41.473424,20.023781,32.195485,0.485282
