Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Makeup Temperature (C),Makeup Flowrate (L/min),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
688599.702,1.476756,38.169855,53.470703,32.459715,72.034381,80.277446,10.647563,21.163972,24.213957,86.77068,37.543353,63.733216,1.501734,2.396148,32.537572,50.011253,0.487119
688600.702,1.482183,38.275729,53.064055,32.455971,71.868102,80.364351,10.662819,21.156118,24.257526,86.767119,37.544274,63.423733,1.501771,2.378613,32.538371,50.012555,0.499285
688601.702,1.485833,38.313243,53.29562,32.457023,72.076154,80.221512,10.645325,21.28584,24.239208,86.769548,37.544326,63.135734,1.501773,2.601515,32.538416,50.041873,0.492215
688602.702,1.49002,38.352238,53.865752,32.779473,71.966761,80.412656,10.653593,21.521908,24.245617,86.765637,37.542565,62.836245,1.501703,2.278873,32.53689,49.851047,0.508628
688603.706,1.489684,38.291551,52.839661,32.515626,71.800283,80.540846,10.636386,21.724639,24.272518,86.769472,37.544014,62.599434,1.501761,3.082293,32.538146,49.967898,0.497562
688604.706,1.496274,37.968488,53.581993,32.326244,71.705659,80.576295,10.642208,21.862406,24.236425,86.775243,37.544964,62.636127,1.501799,3.971465,32.538969,50.086646,0.495565
688605.706,1.521719,37.556029,53.784853,32.565143,71.736653,80.504078,10.645192,21.915874,24.335425,86.769794,37.544431,62.861252,1.501777,8.630339,32.538507,49.971803,0.503934
688606.706,1.521625,37.355276,53.418058,32.608189,71.692286,80.423188,10.633906,21.936072,24.251083,86.769264,37.544379,63.058644,1.501775,13.403076,32.538462,49.942144,0.505494
688607.706,1.523849,36.912277,53.349028,32.572836,71.757237,80.481304,10.65493,21.887873,24.238407,86.769374,37.543403,63.477916,1.501736,18.912061,32.537616,49.953192,0.509501
688608.706,1.513591,36.284405,52.857252,32.411437,71.580768,80.330857,10.668207,21.777789,24.255755,86.768505,37.542808,64.306019,1.501712,22.622391,32.5371,50.058268,0.495977
688609.706,1.507364,36.373867,53.266865,32.170752,71.466355,80.103783,10.655289,21.64649,24.282394,86.77419,37.544066,64.674605,1.501763,24.190564,32.53819,50.214391,0.492496
688610.706,1.514214,36.664525,53.325496,32.561309,71.586915,79.969821,10.679103,21.501967,24.208392,86.772142,37.543403,64.817345,1.501736,26.820774,32.537616,50.043623,0.499715
688611.706,1.517275,36.95135,52.93835,32.754575,71.730607,79.911188,10.659712,21.395347,24.266853,86.772464,37.544118,64.839878,1.501765,30.702201,32.538235,49.917596,0.500368
688612.706,1.514968,37.33812,53.351751,32.517717,71.534063,80.041605,10.665947,21.323259,24.241305,86.769199,37.543962,64.728567,1.501758,34.312728,32.538101,50.034527,0.494487
688613.706,1.495425,37.979731,52.800779,32.413656,71.644479,79.974783,10.664287,21.355174,24.336627,86.769927,37.543706,64.192982,1.501748,32.951316,32.537879,50.091318,0.494317
688614.707,1.504198,38.215438,53.002811,32.534686,71.475231,79.938724,10.635069,21.476325,24.276726,86.768046,37.544274,63.821716,1.501771,33.609241,32.538371,50.041757,0.502738
688615.707,1.503899,38.333193,53.807446,32.40904,71.637883,79.934283,10.644113,21.604531,24.253711,86.766955,37.543005,63.476027,1.50172,34.077684,32.537271,50.112624,0.50587
688616.707,1.508065,38.396982,53.842596,32.803294,71.536744,79.938705,10.642934,21.700887,24.27135,86.767875,37.543554,63.149073,1.501742,35.372611,32.537747,49.912429,0.507398
688617.707,1.505181,38.41818,53.804565,32.569071,71.868764,80.03319,10.65191,21.721313,24.249545,86.774988,37.544856,62.837388,1.501794,36.297391,32.538876,50.004807,0.497037
688618.707,1.502171,38.270296,52.424862,32.470437,71.690374,80.345479,10.642148,21.750125,24.21928,86.77257,37.544484,62.660052,1.501779,36.395934,32.538553,50.053986,0.48828
688619.707,1.479756,37.850926,53.583685,32.518975,71.673372,80.454416,10.620222,21.773094,24.266444,86.772272,37.54417,62.788521,1.501767,32.58873,32.53828,50.043142,0.49523
688620.707,1.45426,37.426995,53.742206,32.403779,71.507215,80.356189,10.640339,21.750531,24.231887,86.771771,37.543911,63.067475,1.501756,22.008698,32.538056,50.104053,0.494762
688621.707,1.444595,36.939829,53.431453,32.626587,71.501066,80.368516,10.614211,21.645068,24.257415,86.77314,37.544856,63.553283,1.501794,7.706861,32.538876,49.999999,0.507237
688622.707,1.443826,36.617903,53.200339,32.395088,71.668276,80.203167,10.595959,21.560302,24.336736,86.772128,37.544222,64.06273,1.501769,1.614603,32.538325,50.120501,0.492117
688623.707,1.471919,36.498203,53.980475,32.775425,71.619315,80.032918,10.614253,21.542722,24.267208,86.770173,37.543911,64.494482,1.501756,2.501059,32.538056,49.910756,0.500264
