Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Makeup Temperature (C),Makeup Flowrate (L/min),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
691266.902,1.475056,40.177357,52.318084,45.163799,74.479452,83.808155,9.852024,21.331347,24.448368,86.806896,39.647031,64.726933,1.501781,19.821392,45.053444,71.840524,0.470847
691267.902,1.475601,39.624391,51.655849,45.259124,74.51627,83.794646,9.856388,21.164365,24.454576,86.805933,39.646809,65.047263,1.501773,13.239987,45.053191,71.759892,0.467547
691268.902,1.475325,39.097994,52.056612,44.997364,74.519433,83.615023,9.857667,21.094877,24.464141,86.804066,39.64637,65.559321,1.501756,6.749986,45.052693,71.878636,0.461191
691269.902,1.476429,38.802815,52.672976,45.137803,74.65517,83.744998,9.858751,21.106157,24.442594,86.800301,39.646643,65.982599,1.501767,2.018219,45.053004,71.808433,0.466896
691270.902,1.484566,38.345986,52.607302,45.207571,74.493171,83.468115,9.862292,21.202234,24.475044,86.802369,39.64637,66.732,1.501756,2.171919,45.052693,71.748742,0.465203
691271.902,1.489438,38.585129,52.567533,45.221238,74.615772,83.446016,9.848062,21.370142,24.43166,86.801427,39.64578,66.967614,1.501734,2.98359,45.052023,71.707454,0.468662
691272.902,1.490327,39.040523,52.674011,45.15943,74.854952,83.344429,9.86383,21.503205,24.411893,86.805464,39.647255,66.917431,1.50179,2.652743,45.053699,71.729696,0.469469
691273.904,1.494409,39.475301,52.300344,45.018719,75.076048,83.372473,9.838366,21.564235,24.446301,86.804987,39.646316,66.73313,1.501754,2.641556,45.052632,71.778906,0.463989
691274.904,1.516808,40.07501,52.961865,45.196662,75.015705,83.687985,9.855907,21.556449,24.484058,86.802875,39.646424,66.244226,1.501758,7.383165,45.052755,71.67314,0.468284
691275.904,1.519132,40.477405,52.754566,45.219754,75.071893,83.608398,9.859236,21.5741,24.464876,86.807185,39.646643,65.71728,1.501767,11.527724,45.053004,71.639233,0.466524
691276.905,1.517985,40.739671,52.52865,45.216496,74.968828,83.719514,9.854138,21.614018,24.426377,86.804725,39.646809,65.194705,1.501773,15.507217,45.053191,71.621524,0.458014
691277.905,1.520998,40.863173,52.540183,45.466117,74.995624,83.7786,9.859014,21.619988,24.471401,86.804142,39.64637,64.702013,1.501756,20.330919,45.052693,71.443858,0.470256
691278.905,1.521748,40.734486,52.448476,45.256069,74.968391,84.043081,9.847735,21.580619,24.42864,86.806029,39.647768,64.387147,1.501809,25.154253,45.054282,71.51695,0.462128
691279.91,1.511897,40.287949,53.011488,45.414928,74.728784,84.150323,9.855533,21.470045,24.389573,86.807693,39.646643,64.421141,1.501767,28.934581,45.053004,71.382808,0.47054
691280.91,1.499567,39.65374,52.993136,45.215314,74.857193,84.060808,9.840105,21.328094,24.427294,86.803869,39.646975,64.795834,1.501779,28.64943,45.053381,71.423773,0.464563
691281.91,1.49086,39.385227,52.466661,44.904037,74.469143,84.063189,9.878569,21.204101,24.417431,86.806602,39.647031,64.999908,1.501781,26.03951,45.053444,71.582753,0.465333
691282.914,1.499206,38.27401,53.090127,45.128937,74.683079,83.830044,9.863685,21.039109,24.356004,86.800206,39.64578,66.123566,1.501734,24.873396,45.052023,71.467138,0.472282
691283.914,1.510256,37.984851,52.113948,45.216344,74.509958,83.47286,9.847327,20.952913,24.484277,86.800642,39.64594,66.884853,1.50174,26.836894,45.052204,71.404473,0.46503
691284.92,1.487219,38.403048,52.6008,45.070163,74.798605,83.273997,9.845445,21.044593,24.45795,86.802152,39.646208,67.079303,1.50175,23.991285,45.052509,71.446313,0.457075
691285.92,1.493543,38.868425,52.460873,45.542235,74.991221,83.35992,9.847741,21.139789,24.401725,86.801767,39.64594,67.068716,1.50174,21.627876,45.052204,71.164292,0.477996
691286.922,1.489319,39.218687,52.226167,45.055926,74.88724,83.523824,9.846718,21.109833,24.393733,86.799888,39.645205,67.061718,1.501712,19.065692,45.05137,71.351981,0.469121
691287.922,1.488663,40.328064,52.630479,45.201187,74.946017,83.613248,9.834603,21.015729,24.42069,86.800488,39.645993,66.165162,1.501742,15.632469,45.052265,71.271747,0.482642
691288.922,1.479766,40.905584,52.818855,45.195661,74.992625,83.519928,9.83617,21.00258,24.40884,86.799897,39.64637,65.398199,1.501756,11.095868,45.052693,71.252284,0.464831
691289.922,1.465972,41.008828,53.172585,45.294581,74.718857,83.652835,9.853896,21.162476,24.419514,86.800182,39.6461,64.868342,1.501746,3.266333,45.052386,71.160956,0.471437
691290.922,1.481717,40.905883,52.531981,45.504122,74.913699,83.788713,9.842898,21.376179,24.353678,86.80247,39.646262,64.484351,1.501752,1.79654,45.05257,71.001339,0.470656
691291.922,1.481756,40.472046,53.421162,45.272323,74.560335,84.025009,9.864245,21.510654,24.360116,86.802494,39.64637,64.439149,1.501756,2.351649,45.052693,71,0.470656
