Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Makeup Temperature (C),Makeup Flowrate (L/min),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
86183.266,1.45436,24.676686,53.327033,30.454235,33.714369,38.670388,10.028035,20.758922,23.848421,86.250927,25.031328,48.271144,1.50188,1.522409,30.438095,46.381151,0.484043
86184.268,1.45594,24.690673,53.24222,30.380655,33.838039,38.50417,10.025047,20.774278,23.868501,86.249181,25.031017,48.38349,1.501861,2.18595,30.437717,46.416387,0.463782
86185.268,1.471116,24.757426,53.060057,30.457766,33.829438,38.409512,10.036267,20.738499,23.884604,86.255261,25.032051,48.442353,1.501923,2.990513,30.438974,46.380519,0.476688
86186.268,1.49549,24.853067,53.119938,30.364137,33.79891,38.49338,10.02155,20.768323,23.841275,86.247972,25.030788,48.447921,1.501847,3.134888,30.437438,46.428023,0.485744
86187.27,1.492789,24.961609,52.543575,30.23544,33.829743,38.426999,10.032613,20.96812,23.800795,86.257914,25.032982,48.416358,1.501979,2.962705,30.440106,46.515696,0.475783
86188.272,1.502171,25.031055,52.483958,30.40221,33.781102,38.402646,10.020309,21.186199,23.789823,86.254497,25.032258,48.375011,1.501935,3.529279,30.439226,46.439117,0.484545
86189.272,1.50629,25.082411,53.158344,30.360176,33.858567,38.410697,10.022392,21.301683,23.875979,86.254104,25.032175,48.325904,1.501931,4.571831,30.439125,46.490104,0.468355
86190.281,1.507612,25.089726,53.329117,30.385635,33.676858,38.382039,10.047909,21.29159,23.787275,86.247744,25.030303,48.295603,1.501818,5.941727,30.436848,46.478468,0.479427
86191.282,1.51077,25.092068,53.394822,30.464911,33.629229,38.410075,10.037929,21.310928,23.835201,86.247002,25.030826,48.274592,1.50185,7.828912,30.437485,46.435055,0.48441
86192.284,1.511808,25.09216,52.914929,30.270533,33.872713,38.28386,10.057065,21.414139,23.86443,86.253061,25.032342,48.257778,1.50194,10.169008,30.439327,46.564686,0.499407
86193.285,1.528828,25.091017,53.252039,30.309185,33.84501,38.286761,10.066774,21.491949,23.815165,86.250244,25.031172,48.235162,1.50187,15.948668,30.437905,46.550934,0.465692
86194.287,1.531945,25.122632,53.28836,30.428023,33.856814,38.409411,10.05717,21.462814,23.812823,86.246112,25.030675,48.18679,1.50184,23.470857,30.437301,46.516164,0.490337
86195.287,1.53173,25.106696,53.352625,30.534858,33.850855,38.455353,10.05782,21.380503,23.849869,86.249009,25.031095,48.166481,1.501866,31.124942,30.437811,46.469664,0.49439
86196.29,1.517919,25.090205,53.0926,30.2775,33.785514,38.433302,10.040374,21.26658,23.924498,86.248472,25.030864,48.157011,1.501852,35.692453,30.437531,46.600536,0.481647
86197.29,1.520898,25.105103,52.911167,30.289217,33.751273,38.433635,10.058211,21.154376,23.840544,86.248272,25.030488,48.122888,1.501829,40.416587,30.437073,46.602947,0.481242
86198.29,1.521483,25.118329,53.597077,30.380304,33.868223,38.391653,10.030854,21.048638,23.856987,86.253265,25.031726,48.088134,1.501904,44.920125,30.438579,46.602372,0.483399
86199.296,1.520818,25.115599,53.424666,30.337395,33.688546,38.41423,10.040441,20.946889,23.821744,86.24949,25.030902,48.058395,1.501854,49.725231,30.437577,46.620823,0.466139
86200.296,1.505354,25.144428,53.499441,30.263397,33.720894,38.457523,10.02331,20.816899,23.934856,86.254565,25.031606,48.007073,1.501896,51.719396,30.438432,46.697311,0.472333
86201.296,1.494055,25.166797,53.660741,30.181123,33.856099,38.382183,10.05865,20.793124,23.844401,86.254662,25.032216,47.947704,1.501933,49.685331,30.439175,46.771717,0.474491
86202.296,1.495831,25.133899,52.710812,30.447284,33.65364,38.39848,10.024684,20.850286,23.887959,86.244545,25.029516,47.921747,1.501771,48.528132,30.435891,46.646452,0.477815
86203.298,1.473929,25.099136,52.800011,30.489476,33.743718,38.446395,10.022929,21.001513,23.886648,86.253629,25.031211,47.923412,1.501873,43.345843,30.437953,46.617486,0.486492
86204.298,1.457924,25.092141,53.294497,30.494856,33.830723,38.385679,10.01866,21.176701,23.873317,86.258439,25.03201,47.909743,1.501921,32.811559,30.438924,46.603315,0.476549
86205.298,1.454291,25.067712,53.879993,30.548094,33.770018,38.456227,10.025864,21.305457,23.819856,86.252063,25.031133,47.906908,1.501868,21.421161,30.437858,46.57166,0.47762
86206.298,1.447257,25.052603,53.216006,30.458046,33.743542,38.473722,10.032066,21.340835,23.851405,86.249888,25.031211,47.911652,1.501873,7.783142,30.437953,46.610627,0.479912
