Time (sec),Water Level (ft),Water Flowrate (GPM),House Steam Pressure (psig),Steam Pressure (psig),Inlet Water Temperature (C),Outlet Water Temperature (C),Makeup Temperature (C),Makeup Flowrate (L/min),Ambient Temperature (C),Ambient Pressure (kPa),Flow Setpoint (GPM),Flow Control Output (%),Level Setpoint (ft),Level Control Output (%),Steam Setpoint (psig),Steam Control Output (%),Tube-Side Pressure Drop (psig)
91903.866,1.534584,38.567085,48.116376,32.346869,70.90819,78.883253,10.042417,21.081084,24.046509,86.193931,37.546584,63.187205,1.501863,50.468819,32.540373,50.256949,0.475607
91904.866,1.519584,38.644011,48.05027,32.760694,70.893367,79.028005,9.997581,21.248365,24.094199,86.194217,37.547289,62.757771,1.501892,55.130548,32.540984,50.065188,0.465561
91905.871,1.515522,38.78869,47.508905,32.266081,70.696011,79.378847,10.089643,21.385846,24.100736,86.193094,37.546875,62.257671,1.501875,58.823137,32.540625,50.321655,0.487408
91906.871,1.495103,38.522042,47.945581,32.585861,70.678871,79.334658,10.022723,21.513031,24.047523,86.189062,37.544537,62.044451,1.501781,58.501428,32.538599,50.202548,0.48284
91907.872,1.47771,37.955701,48.086492,32.5395,70.69847,79.400183,10.023597,21.61557,24.044439,86.193735,37.5467,62.229993,1.501868,52.405096,32.540473,50.201981,0.456505
91908.872,1.474594,37.33341,48.335567,32.530074,70.695742,79.309551,10.048122,21.572038,24.053976,86.191443,37.545072,62.638157,1.501803,45.661053,32.539063,50.194663,0.449063
91909.872,1.477863,36.617362,47.769762,32.914972,70.838046,79.410759,10.019398,21.461807,24.071295,86.197617,37.546816,63.371519,1.501873,39.764311,32.540574,49.965317,0.433212
91910.872,1.466264,36.253909,48.634564,32.402285,70.772649,79.209226,10.041873,21.285605,24.107633,86.195832,37.545788,64.034945,1.501832,31.678005,32.539683,50.227038,0.452196
91911.872,1.462036,36.19675,48.188263,32.21878,71.035272,79.01548,10.079718,21.175471,24.139995,86.194159,37.546526,64.533117,1.501861,21.110065,32.540323,50.339505,0.441576
91912.872,1.462149,36.70292,48.762831,32.431801,71.055889,79.101462,10.053657,21.076071,24.043526,86.191606,37.546816,64.574577,1.501873,11.435766,32.540574,50.289866,0.443743
91913.877,1.454077,37.30655,48.152221,32.637295,71.261261,79.191202,10.032198,20.946026,24.018237,86.193262,37.547111,64.301026,1.501884,2.65546,32.540829,50.192105,0.470153
91914.885,1.441514,37.841626,48.243274,32.580283,71.139489,79.3592,10.044256,20.83289,23.987482,86.192168,37.545676,63.892789,1.501827,1.881998,32.539586,50.219933,0.451818
91915.89,1.430964,38.305777,48.600064,32.716075,71.230527,79.349368,10.037983,20.766234,24.068407,86.190175,37.5454,63.359281,1.501816,1.328097,32.539346,50.133014,0.460501
91916.89,1.431485,38.472423,48.049216,32.69083,71.17279,79.321939,10.027563,20.779415,24.040931,86.19595,37.547289,62.949294,1.501892,1.302337,32.540984,50.115461,0.444682
91917.89,1.437894,38.551641,48.167619,32.693988,71.260866,79.392976,10.059625,20.808339,24.04687,86.195451,37.546584,62.553168,1.501863,1.863979,32.540373,50.091891,0.459108
91918.89,1.447922,38.532304,48.663331,32.692471,71.33624,79.564885,10.019014,20.886952,24.022644,86.194929,37.547348,62.225003,1.501894,1.317093,32.541035,50.061085,0.453056
91919.89,1.4606,38.227202,48.18623,32.698905,71.045989,79.88555,10.040948,21.064918,24.046426,86.199474,37.547529,62.153833,1.501901,1.838775,32.541191,50.042007,0.468054
91920.891,1.459791,37.796783,48.711067,32.688386,71.054488,79.788328,10.046656,21.216804,24.086595,86.197153,37.548077,62.302933,1.501923,1.757524,32.541667,50.022508,0.465002
91921.892,1.46148,37.585621,48.43076,32.755882,70.953514,79.728982,10.020648,21.325706,24.096594,86.19827,37.547771,62.432554,1.501911,2.177483,32.541401,49.942788,0.452149
91922.893,1.463975,36.876613,48.747079,32.553908,71.137581,79.666289,10.058957,21.422784,24.119839,86.197362,37.546354,63.0225,1.501854,2.052114,32.540173,50.030902,0.468223
91923.894,1.465411,36.229289,48.735591,32.513617,70.891331,79.550363,10.041301,21.421662,24.094219,86.195628,37.54845,63.87786,1.501938,1.67159,32.54199,50.043877,0.466925
91924.9,1.469993,36.286234,47.881425,32.80837,71.037079,79.277035,10.004153,21.3285,24.062502,86.194118,37.546992,64.296477,1.50188,1.511817,32.540727,49.869962,0.454417
91925.902,1.470806,36.68001,48.193346,32.730988,70.934744,79.19391,10.012982,21.214527,24.055443,86.197033,37.54845,64.38355,1.501938,1.793401,32.54199,49.896101,0.449458
91926.902,1.476077,36.827507,47.210309,33.111461,71.007335,79.23479,9.995624,21.169677,24.112491,86.198872,37.547771,64.527552,1.501911,1.432664,32.541401,49.632553,0.423054
91927.905,1.493254,37.465572,47.963711,32.640343,70.825091,79.163363,10.044001,21.107855,24.06094,86.199584,37.548387,64.224855,1.501935,2.803386,32.541935,49.826056,0.461541
91928.905,1.502655,38.061537,48.905496,32.2602,70.885839,79.16164,10.044476,21.129018,24.070479,86.194063,37.546012,63.697473,1.50184,3.814128,32.539877,50.02299,0.439916
91929.905,1.504423,38.349,49.029809,32.292892,70.729613,79.139733,10.043898,21.200767,24.114583,86.192653,37.5467,63.234527,1.501868,4.753469,32.540473,50.050432,0.464
91930.905,1.507771,38.401588,48.153526,32.378501,70.955823,78.9616,10.021966,21.304827,24.109954,86.197215,37.547649,62.91183,1.501906,6.149066,32.541296,50.048946,0.463684
91931.905,1.511625,38.436898,48.366533,32.482893,70.713048,79.167342,10.02072,21.339896,24.034387,86.199801,37.548892,62.59147,1.501956,8.355956,32.542373,50.021789,0.4565
91932.906,1.516569,38.414474,48.331676,32.434149,70.825107,79.117079,10.05714,21.345096,24.063609,86.197794,37.548701,62.303188,1.501948,11.726969,32.542208,50.055459,0.45061
91933.906,1.516586,38.138438,48.015479,32.285562,70.865546,79.425951,10.061425,21.291334,24.058354,86.192268,37.546012,62.233044,1.50184,15.490043,32.539877,50.151137,0.46106
91934.906,1.518291,37.627212,48.760831,32.673304,70.551004,79.4681,10.032485,21.273984,24.099629,86.192942,37.545956,62.494345,1.501838,19.479951,32.539828,49.977323,0.4592
91935.906,1.516971,37.112293,48.460082,32.452479,70.440965,79.401319,10.049945,21.2093,24.120714,86.19335,37.545956,62.937186,1.501838,23.303542,32.539828,50.10612,0.486303
91936.909,1.519647,36.606712,48.42428,32.18753,70.619353,79.177166,10.065998,21.153616,24.126425,86.191551,37.545732,63.542791,1.501829,27.588295,32.539634,50.260194,0.468306
91937.909,1.518515,36.34739,48.30418,32.369406,70.457513,78.952366,10.063759,21.12147,24.075477,86.200025,37.547589,64.120224,1.501904,31.985813,32.541244,50.226951,0.45721
91938.909,1.517736,36.511409,48.428513,32.768567,70.548671,78.876649,10.005458,21.077257,24.049172,86.193935,37.546758,64.410094,1.50187,35.674656,32.540524,50.031362,0.454231
91939.909,1.515619,36.919489,48.817667,32.330783,70.405101,78.876167,10.056684,21.003823,24.089067,86.197085,37.547289,64.387972,1.501892,39.220493,32.540984,50.237988,0.453086
91940.909,1.508166,37.354809,48.932008,32.203353,70.389408,78.79972,10.040489,20.914042,24.06961,86.195212,37.547051,64.210488,1.501882,40.797774,32.540778,50.314982,0.462546
91941.909,1.526802,37.762815,48.411157,32.789578,70.343638,78.804288,10.021013,20.898791,24.052792,86.198601,37.54771,63.913015,1.501908,46.107195,32.541349,50.076468,0.417356
91942.918,1.521659,38.092515,48.724893,32.784988,70.476518,78.672483,9.995998,20.895854,24.123652,86.193884,37.546239,63.512695,1.50185,51.487146,32.540074,49.994994,0.458399
91943.923,1.501194,38.140104,48.648817,32.60308,70.573945,78.76696,10.027845,20.902191,24.099525,86.195795,37.547289,63.281371,1.501892,53.454049,32.540984,50.083809,0.503254
91944.926,1.47843,38.203104,48.849604,32.694433,70.437073,78.882343,9.992716,20.891486,24.086593,86.196028,37.548263,63.028101,1.501931,47.873359,32.541828,49.99059,0.42944
91945.937,1.482428,38.252815,48.52053,32.57742,70.618254,78.738202,10.07403,20.755698,24.061416,86.191044,37.546182,62.745312,1.501847,42.022881,32.540025,50.040125,0.445472
91946.937,1.467158,38.252295,48.53825,32.524551,70.464008,78.904363,10.042785,20.606612,24.098014,86.196562,37.54771,62.503619,1.501908,35.212875,32.541349,50.071674,0.478459
91947.937,1.446672,38.179158,48.550319,32.557568,70.540161,78.921157,10.030411,20.614574,24.134695,86.195251,37.546584,62.324213,1.501863,21.560265,32.540373,50.03949,0.468777
91948.937,1.451175,38.139137,49.156236,32.238028,70.65979,79.198275,10.091558,20.782519,24.172698,86.196571,37.546239,62.148068,1.50185,8.787907,32.540074,50.223403,0.456671
91949.937,1.450768,37.639195,49.210472,32.665546,70.616618,79.344667,10.039137,20.991474,24.2023,86.196207,37.546816,62.355749,1.501873,1.61593,32.540574,50.020484,0.490771
91950.937,1.454143,36.871218,48.873763,32.70115,70.569247,79.313905,10.014573,21.071761,24.104755,86.193309,37.5467,63.044701,1.501868,1.937593,32.540473,49.973555,0.448034
91951.937,1.456799,36.381427,48.793721,32.556937,70.615337,79.227334,10.056871,21.040266,24.133686,86.194595,37.547529,63.722603,1.501901,1.613638,32.541191,50.027233,0.457516
91952.937,1.460526,36.213491,49.420585,32.462455,70.50223,78.932564,10.050863,20.957089,24.12385,86.196586,37.5467,64.292993,1.501868,1.936113,32.540473,50.060174,0.503912
91953.937,1.469096,36.219163,48.708158,32.735884,70.595972,78.895508,10.059374,20.952304,24.112558,86.190522,37.54529,64.737284,1.501812,1.923564,32.539251,49.930475,0.465546
91954.937,1.469839,36.808181,49.077648,32.689114,70.809186,78.88463,10.030701,20.873725,24.103059,86.193556,37.54717,64.711931,1.501887,2.199274,32.540881,49.900901,0.442632
91955.938,1.482347,37.64536,48.976241,32.67373,70.976874,78.930393,10.030703,20.740784,24.107792,86.192116,37.546934,64.17824,1.501877,2.47909,32.540676,49.897616,0.453986
91956.941,1.48333,38.227202,48.418565,32.689049,71.114311,78.985217,10.049163,20.74504,24.131874,86.193988,37.546354,63.611177,1.501854,2.694539,32.540173,49.876781,0.454553
91957.941,1.482014,38.53605,48.845912,32.550171,71.167572,79.115423,10.059146,20.898877,24.157449,86.190273,37.545181,63.080483,1.501807,1.930032,32.539157,49.913548,0.453714
91958.941,1.483903,38.681942,49.646511,32.583259,71.157171,79.304837,10.072576,20.948918,24.156615,86.197359,37.546584,62.607824,1.501863,1.932498,32.540373,49.903411,0.455122
91959.942,1.489553,38.608309,48.800067,32.869457,71.214641,79.613067,10.054545,20.909586,24.130755,86.197802,37.547051,62.272473,1.501882,2.308806,32.540778,49.72829,0.448887
91960.942,1.502662,38.259664,48.721313,32.627056,71.259553,79.740322,10.021661,20.861546,24.172701,86.191539,37.545732,62.2127,1.501829,4.198256,32.539634,49.802513,0.459393
91961.942,1.517399,37.796619,48.181521,32.861395,71.169592,79.73295,10.001888,20.925259,24.164977,86.192351,37.546992,62.382782,1.50188,8.324552,32.540727,49.664984,0.437374
91962.942,1.507984,37.210868,49.673712,32.265766,71.110303,79.762146,10.059123,21.010719,24.115718,86.194708,37.546239,62.832757,1.50185,10.384196,32.540074,49.966425,0.460332
91963.942,1.504982,36.703787,48.983331,32.293451,71.103575,79.696976,10.044702,21.070687,24.182907,86.195775,37.546526,63.410153,1.501861,10.877577,32.540323,49.984377,0.458672
91964.942,1.50549,36.406913,49.103394,32.273316,71.040233,79.484293,10.048459,21.090467,24.153285,86.200894,37.548638,63.994257,1.501946,11.553774,32.542153,50.053123,0.448785
91965.942,1.523377,36.527763,48.830612,32.35282,70.868665,79.218037,10.061024,21.181187,24.177115,86.193136,37.5459,64.28904,1.501836,16.044825,32.53978,50.038771,0.454757
91966.942,1.520672,36.968449,48.618193,32.321414,71.092406,79.170252,10.02319,21.343095,24.144422,86.197808,37.547289,64.239427,1.501892,21.497031,32.540984,50.070825,0.464905
91967.945,1.507537,37.416275,48.878225,32.461922,70.942533,79.171989,10.041676,21.476398,24.191812,86.196368,37.548387,64.030662,1.501935,22.88064,32.541935,50.036649,0.432728
91968.945,1.509811,37.916529,48.493585,32.459252,70.767914,79.22337,10.061468,21.47392,24.162364,86.197826,37.547954,63.622258,1.501918,24.835467,32.54156,50.032541,0.459326
91969.946,1.505996,38.315495,48.547287,32.318869,71.025965,79.006936,10.047839,21.358525,24.150764,86.19566,37.547529,63.128984,1.501901,26.149681,32.541191,50.145592,0.459838
